raceId,year,circuitId,name,qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,raceId,driverId,constructorId,grid,positionOrder,points,laps,rank,fastestLapSpeed,driverid,driverref
1059,2021,34,"French Grand Prix",8858,1059,832,6,55,5,1:32.079,1:31.146,1:30.840,1059,832,6,5,11,0.0,53,18,212.584,832,sainz
1059,2021,34,"French Grand Prix",8867,1059,847,3,63,14,1:33.060,1:32.065,\N,1059,847,3,14,12,0.0,52,13,213.918,847,russell
1059,2021,34,"French Grand Prix",8873,1059,852,213,22,20,\N,\N,\N,1059,852,213,0,13,0.0,52,19,212.479,852,tsunoda
1059,2021,34,"French Grand Prix",8864,1059,839,214,31,11,1:32.139,1:31.736,\N,1059,839,214,11,14,0.0,52,15,213.200,839,ocon
1059,2021,34,"French Grand Prix",8866,1059,841,51,99,13,1:32.722,1:31.813,\N,1059,841,51,13,15,0.0,52,16,213.077,841,giovinazzi
1059,2021,34,"French Grand Prix",8860,1059,844,6,16,7,1:32.209,1:31.567,1:30.987,1059,844,6,7,16,0.0,52,8,215.304,844,leclerc
1059,2021,34,"French Grand Prix",8870,1059,8,51,7,17,1:33.354,\N,\N,1059,8,51,17,17,0.0,52,10,214.621,8,raikkonen
1059,2021,34,"French Grand Prix",8869,1059,849,3,6,16,1:33.062,\N,\N,1059,849,3,16,18,0.0,52,12,213.920,849,latifi
1059,2021,34,"French Grand Prix",8868,1059,854,210,47,15,1:32.942,\N,\N,1059,854,210,15,19,0.0,52,17,212.765,854,mick_schumacher
1059,2021,34,"French Grand Prix",8871,1059,853,210,9,18,1:33.554,\N,\N,1059,853,210,18,20,0.0,52,20,211.758,853,mazepin
1060,2021,70,"Austrian Grand Prix",8894,1060,830,9,33,1,1:04.249,1:03.927,1:03.720,1060,830,9,1,1,26.0,71,1,234.815,830,max_verstappen
1060,2021,70,"Austrian Grand Prix",8898,1060,822,131,77,5,1:04.563,1:04.376,1:04.049,1060,822,131,5,2,18.0,71,6,227.349,822,bottas
1060,2021,70,"Austrian Grand Prix",8895,1060,846,1,4,2,1:04.345,1:04.415,1:03.768,1060,846,1,2,3,15.0,71,10,227.027,846,norris
1060,2021,70,"Austrian Grand Prix",8897,1060,1,131,44,4,1:04.506,1:04.258,1:04.014,1060,1,131,4,4,12.0,71,3,228.177,1,hamilton
1060,2021,70,"Austrian Grand Prix",8904,1060,832,6,55,11,1:04.596,1:04.559,\N,1060,832,6,10,5,10.0,71,2,229.402,832,sainz
1060,2021,70,"Austrian Grand Prix",8896,1060,815,9,11,3,1:04.833,1:04.483,1:03.990,1060,815,9,3,6,8.0,71,5,227.956,815,perez
1060,2021,70,"Austrian Grand Prix",8906,1060,817,1,3,13,1:04.977,1:04.719,\N,1060,817,1,13,7,6.0,71,14,225.876,817,ricciardo
1060,2021,70,"Austrian Grand Prix",8905,1060,844,6,16,12,1:04.906,1:04.600,\N,1060,844,6,12,8,4.0,71,13,226.277,844,leclerc
1060,2021,70,"Austrian Grand Prix",8899,1060,842,213,10,6,1:04.841,1:04.412,1:04.107,1060,842,213,6,9,2.0,71,4,228.110,842,gasly
1060,2021,70,"Austrian Grand Prix",8907,1060,4,214,14,14,1:04.472,1:04.856,\N,1060,4,214,14,10,1.0,70,7,227.246,4,alonso
1060,2021,70,"Austrian Grand Prix",8902,1060,847,3,63,9,1:04.907,1:04.553,1:04.591,1060,847,3,8,11,0.0,70,16,225.613,847,russell
1060,2021,70,"Austrian Grand Prix",8900,1060,852,213,22,7,1:04.967,1:04.518,1:04.273,1060,852,213,7,12,0.0,70,9,227.080,852,tsunoda
1060,2021,70,"Austrian Grand Prix",8903,1060,840,117,18,10,1:04.927,1:04.547,1:04.618,1060,840,117,9,13,0.0,70,12,226.405,840,stroll
1060,2021,70,"Austrian Grand Prix",8908,1060,841,51,99,15,1:04.782,1:05.083,\N,1060,841,51,15,14,0.0,70,17,225.149,841,giovinazzi
1060,2021,70,"Austrian Grand Prix",8909,1060,8,51,7,16,1:05.009,\N,\N,1060,8,51,16,15,0.0,70,15,225.699,8,raikkonen
1060,2021,70,"Austrian Grand Prix",8911,1060,849,3,6,18,1:05.195,\N,\N,1060,849,3,18,16,0.0,70,11,226.865,849,latifi
1060,2021,70,"Austrian Grand Prix",8901,1060,20,117,5,8,1:04.846,1:04.493,1:04.570,1060,20,117,11,17,0.0,69,8,227.196,20,vettel
1060,2021,70,"Austrian Grand Prix",8912,1060,854,210,47,19,1:05.427,\N,\N,1060,854,210,19,18,0.0,69,18,224.007,854,mick_schumacher
1060,2021,70,"Austrian Grand Prix",8913,1060,853,210,9,20,1:05.951,\N,\N,1060,853,210,20,19,0.0,69,19,222.842,853,mazepin
1060,2021,70,"Austrian Grand Prix",8910,1060,839,214,31,17,1:05.051,\N,\N,1060,839,214,17,20,0.0,0,0,\N,839,ocon
1061,2021,9,"British Grand Prix",8914,1061,1,131,44,1,1:26.786,1:26.023,1:26.134,1061,1,131,2,1,25.0,52,2,236.430,1,hamilton
1061,2021,9,"British Grand Prix",8917,1061,844,6,16,4,1:27.051,1:26.919,1:26.828,1061,844,6,4,2,18.0,52,5,234.159,844,leclerc
1061,2021,9,"British Grand Prix",8916,1061,822,131,77,3,1:27.487,1:26.764,1:26.328,1061,822,131,3,3,15.0,52,4,234.275,822,bottas
1061,2021,9,"British Grand Prix",8919,1061,846,1,4,6,1:27.444,1:27.220,1:26.897,1061,846,1,5,4,12.0,52,9,231.979,846,norris
1061,2021,9,"British Grand Prix",8920,1061,817,1,3,7,1:27.323,1:27.125,1:26.899,1061,817,1,6,5,10.0,52,8,232.325,817,ricciardo
1061,2021,9,"British Grand Prix",8922,1061,832,6,55,9,1:27.337,1:26.848,1:27.007,1061,832,6,10,6,8.0,52,7,232.480,832,sainz
1061,2021,9,"British Grand Prix",8924,1061,4,214,14,11,1:27.580,1:27.245,\N,1061,4,214,7,7,6.0,52,10,231.276,4,alonso
1061,2021,9,"British Grand Prix",8928,1061,840,117,18,15,1:28.017,1:27.665,\N,1061,840,117,14,8,4.0,52,12,230.537,840,stroll
1061,2021,9,"British Grand Prix",8926,1061,839,214,31,13,1:27.415,1:27.340,\N,1061,839,214,9,9,2.0,52,14,229.992,839,ocon
1061,2021,9,"British Grand Prix",8929,1061,852,213,22,16,1:28.043,\N,\N,1061,852,213,16,10,1.0,52,6,233.497,852,tsunoda
1061,2021,9,"British Grand Prix",8925,1061,842,213,10,12,1:27.600,1:27.273,\N,1061,842,213,11,11,0.0,52,3,234.945,842,gasly
1061,2021,9,"British Grand Prix",8921,1061,847,3,63,8,1:27.671,1:27.080,1:26.971,1061,847,3,12,12,0.0,51,13,230.394,847,russell
1061,2021,9,"British Grand Prix",8927,1061,841,51,99,14,1:27.595,1:27.617,\N,1061,841,51,15,13,0.0,51,15,229.653,841,giovinazzi
1061,2021,9,"British Grand Prix",8931,1061,849,3,6,18,1:28.254,\N,\N,1061,849,3,17,14,0.0,51,16,229.328,849,latifi
1061,2021,9,"British Grand Prix",8930,1061,8,51,7,17,1:28.062,\N,\N,1061,8,51,13,15,0.0,51,11,230.780,8,raikkonen
1061,2021,9,"British Grand Prix",8918,1061,815,9,11,5,1:27.121,1:27.073,1:26.844,1061,815,9,0,16,0.0,51,1,239.317,815,perez
1061,2021,9,"British Grand Prix",8933,1061,853,210,9,20,1:29.051,\N,\N,1061,853,210,19,17,0.0,51,18,228.262,853,mazepin
1061,2021,9,"British Grand Prix",8932,1061,854,210,47,19,1:28.738,\N,\N,1061,854,210,18,18,0.0,51,17,228.377,854,mick_schumacher
1061,2021,9,"British Grand Prix",8923,1061,20,117,5,10,1:27.493,1:27.103,1:27.179,1061,20,117,8,19,0.0,40,19,227.894,20,vettel
1061,2021,9,"British Grand Prix",8915,1061,830,9,33,2,1:26.751,1:26.315,1:26.209,1061,830,9,1,20,0.0,0,0,\N,830,max_verstappen
1062,2021,11,"Hungarian Grand Prix",8941,1062,839,214,31,8,1:17.367,1:16.766,1:16.653,1062,839,214,8,1,25.0,70,5,193.704,839,ocon
1062,2021,11,"Hungarian Grand Prix",8934,1062,1,131,44,1,1:16.424,1:16.553,1:15.419,1062,1,131,1,2,18.0,70,2,200.363,1,hamilton
1062,2021,11,"Hungarian Grand Prix",8948,1062,832,6,55,15,1:16.649,\N,\N,1062,832,6,15,3,15.0,70,6,193.699,832,sainz
1062,2021,11,"Hungarian Grand Prix",8942,1062,4,214,14,9,1:17.123,1:16.541,1:16.715,1062,4,214,9,4,12.0,70,3,196.264,4,alonso
1062,2021,11,"Hungarian Grand Prix",8938,1062,842,213,10,5,1:16.874,1:16.394,1:16.483,1062,842,213,5,5,11.0,70,1,201.183,842,gasly
1062,2021,11,"Hungarian Grand Prix",8949,1062,852,213,22,16,1:17.919,\N,\N,1062,852,213,16,6,8.0,70,10,191.286,852,tsunoda
1062,2021,11,"Hungarian Grand Prix",8951,1062,849,3,6,18,1:18.036,\N,\N,1062,849,3,18,7,6.0,70,14,190.406,849,latifi
1062,2021,11,"Hungarian Grand Prix",8950,1062,847,3,63,17,1:17.944,\N,\N,1062,847,3,17,8,4.0,70,9,192.074,847,russell
1062,2021,11,"Hungarian Grand Prix",8936,1062,830,9,33,3,1:16.214,1:15.650,1:15.840,1062,830,9,3,9,2.0,70,4,194.843,830,max_verstappen
1062,2021,11,"Hungarian Grand Prix",8946,1062,8,51,7,13,1:17.553,1:17.564,\N,1062,8,51,13,10,1.0,69,8,193.473,8,raikkonen
1062,2021,11,"Hungarian Grand Prix",8944,1062,817,1,3,11,1:17.664,1:16.871,\N,1062,817,1,11,11,0.0,69,13,190.473,817,ricciardo
1062,2021,11,"Hungarian Grand Prix",8953,1062,854,210,47,20,\N,\N,\N,1062,854,210,20,12,0.0,69,11,190.683,854,mick_schumacher
1062,2021,11,"Hungarian Grand Prix",8947,1062,841,51,99,14,1:17.776,1:17.583,\N,1062,841,51,0,13,0.0,69,12,190.625,841,giovinazzi
1062,2021,11,"Hungarian Grand Prix",8952,1062,853,210,9,19,1:18.922,\N,\N,1062,853,210,19,14,0.0,3,0,\N,853,mazepin
1062,2021,11,"Hungarian Grand Prix",8939,1062,846,1,4,6,1:17.081,1:16.385,1:16.489,1062,846,1,6,15,0.0,2,0,\N,846,norris
1062,2021,11,"Hungarian Grand Prix",8935,1062,822,131,77,2,1:16.569,1:16.702,1:15.734,1062,822,131,2,16,0.0,0,0,\N,822,bottas
1062,2021,11,"Hungarian Grand Prix",8937,1062,815,9,11,4,1:17.233,1:16.443,1:16.421,1062,815,9,4,17,0.0,0,0,\N,815,perez
1062,2021,11,"Hungarian Grand Prix",8940,1062,844,6,16,7,1:17.084,1:16.574,1:16.496,1062,844,6,7,18,0.0,0,0,\N,844,leclerc
1062,2021,11,"Hungarian Grand Prix",8945,1062,840,117,18,12,1:17.038,1:16.893,\N,1062,840,117,12,19,0.0,0,0,\N,840,stroll
1062,2021,11,"Hungarian Grand Prix",8943,1062,20,117,5,10,1:17.105,1:16.794,1:16.750,1062,20,117,10,20,0.0,70,7,193.613,20,vettel
1063,2021,13,"Belgian Grand Prix",8954,1063,830,9,33,1,1:58.717,1:56.559,1:59.765,1063,830,9,1,1,12.5,1,0,\N,830,max_verstappen
1063,2021,13,"Belgian Grand Prix",8955,1063,847,3,63,2,1:59.864,1:56.950,2:00.086,1063,847,3,2,2,9.0,1,0,\N,847,russell
1063,2021,13,"Belgian Grand Prix",8956,1063,1,131,44,3,1:59.218,1:56.229,2:00.099,1063,1,131,3,3,7.5,1,0,\N,1,hamilton
1063,2021,13,"Belgian Grand Prix",8957,1063,817,1,3,4,2:01.583,1:57.127,2:00.864,1063,817,1,4,4,6.0,1,0,\N,817,ricciardo
1063,2021,13,"Belgian Grand Prix",8958,1063,20,117,5,5,2:00.175,1:56.814,2:00.935,1063,20,117,5,5,5.0,1,0,\N,20,vettel
1063,2021,13,"Belgian Grand Prix",8959,1063,842,213,10,6,2:00.387,1:56.440,2:01.164,1063,842,213,6,6,4.0,1,0,\N,842,gasly
1063,2021,13,"Belgian Grand Prix",8962,1063,839,214,31,9,2:01.824,1:57.354,2:03.513,1063,839,214,8,7,3.0,1,0,\N,839,ocon
1063,2021,13,"Belgian Grand Prix",8964,1063,844,6,16,11,2:00.728,1:57.721,\N,1063,844,6,9,8,2.0,1,0,\N,844,leclerc
1063,2021,13,"Belgian Grand Prix",8965,1063,849,3,6,12,2:00.966,1:58.056,\N,1063,849,3,10,9,1.0,1,0,\N,849,latifi
1063,2021,13,"Belgian Grand Prix",8966,1063,832,6,55,13,2:01.184,1:58.137,\N,1063,832,6,11,10,0.5,1,0,\N,832,sainz
1063,2021,13,"Belgian Grand Prix",8967,1063,4,214,14,14,2:01.653,1:58.205,\N,1063,4,214,12,11,0.0,1,0,\N,4,alonso
1063,2021,13,"Belgian Grand Prix",8961,1063,822,131,77,8,1:59.870,1:56.295,2:02.502,1063,822,131,13,12,0.0,1,0,\N,822,bottas
1063,2021,13,"Belgian Grand Prix",8969,1063,841,51,99,16,2:02.306,\N,\N,1063,841,51,14,13,0.0,1,0,\N,841,giovinazzi
1063,2021,13,"Belgian Grand Prix",8963,1063,846,1,4,10,1:58.301,1:56.025,\N,1063,846,1,15,14,0.0,1,0,\N,846,norris
1063,2021,13,"Belgian Grand Prix",8970,1063,852,213,22,17,2:02.413,\N,\N,1063,852,213,16,15,0.0,1,0,\N,852,tsunoda
1063,2021,13,"Belgian Grand Prix",8971,1063,854,210,47,18,2:03.973,\N,\N,1063,854,210,17,16,0.0,1,0,\N,854,mick_schumacher
1063,2021,13,"Belgian Grand Prix",8973,1063,853,210,9,20,2:04.939,\N,\N,1063,853,210,18,17,0.0,1,0,\N,853,mazepin
1063,2021,13,"Belgian Grand Prix",8972,1063,8,51,7,19,2:04.452,\N,\N,1063,8,51,0,18,0.0,1,0,\N,8,raikkonen
1063,2021,13,"Belgian Grand Prix",8960,1063,815,9,11,7,1:59.334,1:56.886,2:02.112,1063,815,9,0,19,0.0,1,0,\N,815,perez
1063,2021,13,"Belgian Grand Prix",8968,1063,840,117,18,15,2:01.597,1:58.231,\N,1063,840,117,19,20,0.0,1,0,\N,840,stroll
1064,2021,39,"Dutch Grand Prix",8974,1064,830,9,33,1,1:10.036,1:09.071,1:08.885,1064,830,9,1,1,25.0,72,3,209.244,830,max_verstappen
1064,2021,39,"Dutch Grand Prix",8975,1064,1,131,44,2,1:10.114,1:09.726,1:08.923,1064,1,131,2,2,19.0,72,1,215.654,1,hamilton
1064,2021,39,"Dutch Grand Prix",8976,1064,822,131,77,3,1:10.219,1:09.769,1:09.222,1064,822,131,3,3,15.0,72,2,211.338,822,bottas
1064,2021,39,"Dutch Grand Prix",8977,1064,842,213,10,4,1:10.274,1:09.541,1:09.478,1064,842,213,4,4,12.0,71,10,204.929,842,gasly
1064,2021,39,"Dutch Grand Prix",8978,1064,844,6,16,5,1:09.829,1:09.437,1:09.527,1064,844,6,5,5,10.0,71,9,205.033,844,leclerc
1064,2021,39,"Dutch Grand Prix",8982,1064,4,214,14,9,1:10.435,1:10.020,1:09.956,1064,4,214,9,6,8.0,71,7,206.294,4,alonso
1064,2021,39,"Dutch Grand Prix",8979,1064,832,6,55,6,1:10.022,1:09.870,1:09.537,1064,832,6,6,7,6.0,71,13,203.725,832,sainz
1064,2021,39,"Dutch Grand Prix",8989,1064,815,9,11,16,1:10.530,\N,\N,1064,815,9,0,8,4.0,71,4,208.714,815,perez
1064,2021,39,"Dutch Grand Prix",8981,1064,839,214,31,8,1:10.179,1:09.919,1:09.933,1064,839,214,8,9,2.0,71,8,205.321,839,ocon
1064,2021,39,"Dutch Grand Prix",8986,1064,846,1,4,13,1:10.489,1:10.406,\N,1064,846,1,13,10,1.0,71,6,206.535,846,norris
1064,2021,39,"Dutch Grand Prix",8983,1064,817,1,3,10,1:10.255,1:09.865,1:10.166,1064,817,1,10,11,0.0,71,11,204.650,817,ricciardo
1064,2021,39,"Dutch Grand Prix",8985,1064,840,117,18,12,1:10.438,1:10.367,\N,1064,840,117,12,12,0.0,70,15,202.780,840,stroll
1064,2021,39,"Dutch Grand Prix",8990,1064,20,117,5,17,1:10.731,\N,\N,1064,20,117,15,13,0.0,70,5,207.312,20,vettel
1064,2021,39,"Dutch Grand Prix",8980,1064,841,51,99,7,1:10.050,1:10.033,1:09.590,1064,841,51,7,14,0.0,70,12,204.091,841,giovinazzi
1064,2021,39,"Dutch Grand Prix",8991,1064,9,51,88,18,1:11.301,\N,\N,1064,9,51,16,15,0.0,70,14,203.234,9,kubica
1064,2021,39,"Dutch Grand Prix",8987,1064,849,3,6,14,1:10.093,1:11.161,\N,1064,849,3,0,16,0.0,70,18,202.301,849,latifi
1064,2021,39,"Dutch Grand Prix",8984,1064,847,3,63,11,1:10.382,1:10.332,\N,1064,847,3,11,17,0.0,69,16,202.734,847,russell
1064,2021,39,"Dutch Grand Prix",8992,1064,854,210,47,19,1:11.387,\N,\N,1064,854,210,17,18,0.0,69,19,201.936,854,mick_schumacher
1064,2021,39,"Dutch Grand Prix",8988,1064,852,213,22,15,1:10.462,1:11.314,\N,1064,852,213,14,19,0.0,48,17,202.319,852,tsunoda
1064,2021,39,"Dutch Grand Prix",8993,1064,853,210,9,20,1:11.875,\N,\N,1064,853,210,18,20,0.0,41,20,201.567,853,mazepin
1065,2021,14,"Italian Grand Prix",8998,1065,817,1,3,5,1:21.292,1:20.435,1:19.995,1065,817,1,2,1,26.0,53,1,245.894,817,ricciardo
1065,2021,14,"Italian Grand Prix",8997,1065,846,1,4,4,1:20.916,1:20.059,1:19.989,1065,846,1,3,2,18.0,53,3,245.434,846,norris
1065,2021,14,"Italian Grand Prix",8994,1065,822,131,77,1,1:20.685,1:20.032,1:19.555,1065,822,131,19,3,15.0,53,2,245.850,822,bottas
1065,2021,14,"Italian Grand Prix",9001,1065,844,6,16,8,1:21.219,1:20.767,1:20.510,1065,844,6,5,4,12.0,53,6,244.433,844,leclerc
1065,2021,14,"Italian Grand Prix",9002,1065,815,9,11,9,1:21.308,1:20.882,1:20.611,1065,815,9,8,5,10.0,53,4,244.901,815,perez
1065,2021,14,"Italian Grand Prix",9000,1065,832,6,55,7,1:21.118,1:20.750,1:20.462,1065,832,6,6,6,8.0,53,8,243.747,832,sainz
1065,2021,14,"Italian Grand Prix",9005,1065,840,117,18,12,1:21.415,1:21.020,\N,1065,840,117,9,7,6.0,53,13,242.912,840,stroll
1065,2021,14,"Italian Grand Prix",9006,1065,4,214,14,13,1:21.487,1:21.069,\N,1065,4,214,10,8,4.0,53,7,243.995,4,alonso
1065,2021,14,"Italian Grand Prix",9008,1065,847,3,63,15,1:21.890,1:21.392,\N,1065,847,3,14,9,2.0,53,11,242.963,847,russell
1065,2021,14,"Italian Grand Prix",9007,1065,839,214,31,14,1:21.500,1:21.103,\N,1065,839,214,12,10,1.0,53,9,243.727,839,ocon
1065,2021,14,"Italian Grand Prix",9009,1065,849,3,6,16,1:21.925,\N,\N,1065,849,3,13,11,0.0,53,16,242.630,849,latifi
1065,2021,14,"Italian Grand Prix",9004,1065,20,117,5,11,1:21.394,1:20.913,\N,1065,20,117,11,12,0.0,53,15,242.672,20,vettel
1065,2021,14,"Italian Grand Prix",9003,1065,841,51,99,10,1:21.197,1:20.726,1:20.808,1065,841,51,7,13,0.0,53,10,243.295,841,giovinazzi
1065,2021,14,"Italian Grand Prix",9012,1065,9,51,88,19,1:22.530,\N,\N,1065,9,51,17,14,0.0,53,12,242.924,9,kubica
1065,2021,14,"Italian Grand Prix",9011,1065,854,210,47,18,1:22.248,\N,\N,1065,854,210,18,15,0.0,53,17,240.520,854,mick_schumacher
1065,2021,14,"Italian Grand Prix",9013,1065,853,210,9,20,1:22.716,\N,\N,1065,853,210,16,16,0.0,41,18,239.155,853,mazepin
1065,2021,14,"Italian Grand Prix",8995,1065,1,131,44,2,1:20.543,1:19.936,1:19.651,1065,1,131,4,17,0.0,25,14,242.864,1,hamilton
1065,2021,14,"Italian Grand Prix",8996,1065,830,9,33,3,1:21.035,1:20.229,1:19.966,1065,830,9,1,18,0.0,25,5,244.852,830,max_verstappen
1065,2021,14,"Italian Grand Prix",8999,1065,842,213,10,6,1:21.440,1:20.556,1:20.260,1065,842,213,0,19,0.0,3,19,234.310,842,gasly
1065,2021,14,"Italian Grand Prix",9010,1065,852,213,22,17,1:21.973,\N,\N,1065,852,213,0,20,0.0,0,0,\N,852,tsunoda
1066,2021,71,"Russian Grand Prix",9017,1066,1,131,44,4,1:45.992,1:45.129,1:44.050,1066,1,131,4,1,25.0,53,2,215.760,1,hamilton
1066,2021,71,"Russian Grand Prix",9033,1066,830,9,33,20,\N,\N,\N,1066,830,9,20,2,18.0,53,5,213.959,830,max_verstappen
1066,2021,71,"Russian Grand Prix",9015,1066,832,6,55,2,1:47.924,1:46.521,1:42.510,1066,832,6,2,3,15.0,53,12,212.024,832,sainz
1066,2021,71,"Russian Grand Prix",9018,1066,817,1,3,5,1:48.345,1:46.361,1:44.156,1066,817,1,5,4,12.0,53,9,212.388,817,ricciardo
1066,2021,71,"Russian Grand Prix",9020,1066,822,131,77,7,1:46.396,1:45.306,1:44.710,1066,822,131,16,5,10.0,53,3,214.352,822,bottas
1066,2021,71,"Russian Grand Prix",9019,1066,4,214,14,6,1:47.877,1:45.514,1:44.204,1066,4,214,6,6,8.0,53,6,213.331,4,alonso
1066,2021,71,"Russian Grand Prix",9014,1066,846,1,4,1,1:47.238,1:45.827,1:41.993,1066,846,1,1,7,7.0,53,1,216.096,846,norris
1066,2021,71,"Russian Grand Prix",9029,1066,8,51,7,16,1:49.586,\N,\N,1066,8,51,13,8,4.0,53,16,209.921,8,raikkonen
1066,2021,71,"Russian Grand Prix",9022,1066,815,9,11,9,1:46.455,1:45.834,1:45.337,1066,815,9,8,9,2.0,53,10,212.193,815,perez
1066,2021,71,"Russian Grand Prix",9016,1066,847,3,63,3,1:48.303,1:46.435,1:42.983,1066,847,3,3,10,1.0,53,18,209.280,847,russell
1066,2021,71,"Russian Grand Prix",9021,1066,840,117,18,8,1:48.322,1:46.360,1:44.956,1066,840,117,7,11,0.0,53,17,209.555,840,stroll
1066,2021,71,"Russian Grand Prix",9024,1066,20,117,5,11,1:47.205,1:46.573,\N,1066,20,117,10,12,0.0,52,11,212.116,20,vettel
1066,2021,71,"Russian Grand Prix",9025,1066,842,213,10,12,1:47.828,1:46.641,\N,1066,842,213,11,13,0.0,52,4,214.214,842,gasly
1066,2021,71,"Russian Grand Prix",9023,1066,839,214,31,10,1:48.099,1:46.070,1:45.865,1066,839,214,9,14,0.0,52,19,209.276,839,ocon
1066,2021,71,"Russian Grand Prix",9028,1066,844,6,16,15,1:48.470,\N,\N,1066,844,6,19,15,0.0,52,7,212.667,844,leclerc
1066,2021,71,"Russian Grand Prix",9031,1066,841,51,99,18,1:51.023,\N,\N,1066,841,51,17,16,0.0,52,8,212.530,841,giovinazzi
1066,2021,71,"Russian Grand Prix",9026,1066,852,213,22,13,1:48.854,1:46.751,\N,1066,852,213,12,17,0.0,52,13,210.612,852,tsunoda
1066,2021,71,"Russian Grand Prix",9032,1066,853,210,9,19,1:53.764,\N,\N,1066,853,210,15,18,0.0,51,20,206.982,853,mazepin
1066,2021,71,"Russian Grand Prix",9027,1066,849,3,6,14,1:48.252,\N,\N,1066,849,3,18,19,0.0,47,14,210.528,849,latifi
1066,2021,71,"Russian Grand Prix",9030,1066,854,210,47,17,1:49.830,\N,\N,1066,854,210,14,20,0.0,32,15,209.948,854,mick_schumacher
1067,2021,5,"Turkish Grand Prix",9037,1067,822,131,77,2,1:25.047,1:23.579,1:22.998,1067,822,131,1,1,26.0,58,1,212.500,822,bottas
1067,2021,5,"Turkish Grand Prix",9038,1067,830,9,33,3,1:24.592,1:23.732,1:23.196,1067,830,9,2,2,18.0,58,9,207.169,830,max_verstappen
1067,2021,5,"Turkish Grand Prix",9042,1067,815,9,11,7,1:24.963,1:23.961,1:23.706,1067,815,9,6,3,15.0,58,4,207.841,815,perez
1067,2021,5,"Turkish Grand Prix",9039,1067,844,6,16,4,1:24.869,1:24.015,1:23.265,1067,844,6,3,4,12.0,58,8,207.218,844,leclerc
1067,2021,5,"Turkish Grand Prix",9036,1067,1,131,44,1,1:24.585,1:23.082,1:22.868,1067,1,131,11,5,10.0,58,10,207.160,1,hamilton
1067,2021,5,"Turkish Grand Prix",9040,1067,842,213,10,5,1:24.704,1:23.817,1:23.326,1067,842,213,4,6,8.0,58,11,207.046,842,gasly
1067,2021,5,"Turkish Grand Prix",9043,1067,846,1,4,8,1:25.138,1:24.642,1:23.954,1067,846,1,7,7,6.0,58,3,207.870,846,norris
1067,2021,5,"Turkish Grand Prix",9050,1067,832,6,55,15,1:25.177,\N,\N,1067,832,6,19,8,4.0,58,2,209.057,832,sainz
1067,2021,5,"Turkish Grand Prix",9044,1067,840,117,18,9,1:25.511,1:24.601,1:24.305,1067,840,117,8,9,2.0,58,6,207.506,840,stroll
1067,2021,5,"Turkish Grand Prix",9047,1067,839,214,31,12,1:25.422,1:24.842,\N,1067,839,214,12,10,1.0,57,19,203.171,839,ocon
1067,2021,5,"Turkish Grand Prix",9053,1067,841,51,99,18,1:26.430,\N,\N,1067,841,51,16,11,0.0,57,13,206.845,841,giovinazzi
1067,2021,5,"Turkish Grand Prix",9054,1067,8,51,7,19,1:27.525,\N,\N,1067,8,51,17,12,0.0,57,5,207.556,8,raikkonen
1067,2021,5,"Turkish Grand Prix",9051,1067,817,1,3,16,1:25.881,\N,\N,1067,817,1,20,13,0.0,57,15,206.067,817,ricciardo
1067,2021,5,"Turkish Grand Prix",9045,1067,852,213,22,10,1:25.409,1:24.054,1:24.368,1067,852,213,9,14,0.0,57,12,206.979,852,tsunoda
1067,2021,5,"Turkish Grand Prix",9048,1067,847,3,63,13,1:25.417,1:25.007,\N,1067,847,3,13,15,0.0,57,16,205.749,847,russell
1067,2021,5,"Turkish Grand Prix",9041,1067,4,214,14,6,1:25.174,1:23.914,1:23.477,1067,4,214,5,16,0.0,57,14,206.073,4,alonso
1067,2021,5,"Turkish Grand Prix",9052,1067,849,3,6,17,1:26.086,\N,\N,1067,849,3,15,17,0.0,57,17,205.149,849,latifi
1067,2021,5,"Turkish Grand Prix",9046,1067,20,117,5,11,1:25.787,1:24.795,\N,1067,20,117,10,18,0.0,57,7,207.233,20,vettel
1067,2021,5,"Turkish Grand Prix",9049,1067,854,210,47,14,1:25.555,1:25.200,\N,1067,854,210,14,19,0.0,56,18,203.980,854,mick_schumacher
1067,2021,5,"Turkish Grand Prix",9055,1067,853,210,9,20,1:28.449,\N,\N,1067,853,210,18,20,0.0,56,20,201.353,853,mazepin
1069,2021,69,"United States Grand Prix",9056,1069,830,9,33,1,1:34.352,1:33.464,1:32.910,1069,830,9,1,1,25.0,56,2,200.278,830,max_verstappen
1069,2021,69,"United States Grand Prix",9057,1069,1,131,44,2,1:34.579,1:33.797,1:33.119,1069,1,131,2,2,19.0,56,1,201.521,1,hamilton
1069,2021,69,"United States Grand Prix",9058,1069,815,9,11,3,1:34.369,1:34.178,1:33.134,1069,815,9,3,3,15.0,56,4,199.333,815,perez
1069,2021,69,"United States Grand Prix",9060,1069,844,6,16,5,1:34.153,1:33.928,1:33.606,1069,844,6,4,4,12.0,56,3,199.861,844,leclerc
1069,2021,69,"United States Grand Prix",9062,1069,817,1,3,7,1:34.407,1:34.643,1:33.808,1069,817,1,6,5,10.0,56,8,197.785,817,ricciardo
1069,2021,69,"United States Grand Prix",9059,1069,822,131,77,4,1:34.590,1:33.959,1:33.475,1069,822,131,9,6,8.0,56,6,198.176,822,bottas
1069,2021,69,"United States Grand Prix",9061,1069,832,6,55,6,1:34.558,1:34.126,1:33.792,1069,832,6,5,7,6.0,56,9,197.722,832,sainz
